datetime,temperature,humidity,pressure,altitude,latitude,longitude
2021-10-26 20:40:49.245307,29.22,73.98,1009.32,32.8,10.3,79.8
2021-10-26 20:45:49.182248,29.29,73.49,1009.35,32.55,10.3,79.8
2021-10-26 20:50:49.455074,29.27,73.83,1009.36,32.47,10.3,79.8
2021-10-26 20:55:49.162232,29.33,73.79,1009.51,31.15,10.3,79.8
2021-10-26 21:00:49.216341,29.32,73.85,1009.6,30.39,10.3,79.8
2021-10-26 21:05:49.256327,29.3,74.23,1009.62,30.25,10.3,79.8
2021-10-26 21:10:49.202870,29.36,74.42,1009.65,30.05,10.3,79.8
2021-10-26 21:15:49.259252,29.42,74.44,1009.71,29.56,10.3,79.8
2021-10-26 21:20:49.184276,29.48,74.45,1009.78,28.96,10.3,79.8
2021-10-26 21:25:49.193352,29.53,74.46,1009.75,29.18,10.3,79.8
2021-10-26 21:30:49.246725,29.54,74.51,1009.71,29.53,10.3,79.8
2021-10-26 21:35:49.191673,29.56,74.67,1009.84,28.47,10.3,79.8
2021-10-26 21:40:49.238470,29.57,74.89,1009.85,28.33,10.3,79.8
2021-10-26 21:45:49.139371,29.59,74.98,1009.81,28.66,10.3,79.8
2021-10-26 21:50:49.238649,29.61,74.88,1009.93,27.66,10.3,79.8
2021-10-26 21:55:49.253865,29.63,74.78,1010.01,27.02,10.3,79.8
2021-10-26 22:00:49.221103,29.63,74.66,1009.87,27.9,10.3,79.8
2021-10-26 22:05:49.257586,29.63,74.68,1009.84,28.4,10.3,79.8
2021-10-26 22:10:49.213016,29.64,74.65,1009.78,28.9,10.3,79.8
2021-10-26 22:15:49.154277,29.66,74.69,1009.84,28.43,10.3,79.8
2021-10-26 22:20:49.247911,29.66,74.71,1009.87,28.2,10.3,79.8
2021-10-26 22:25:49.201171,29.64,74.8,1009.83,28.39,10.3,79.8
2021-10-26 22:30:49.174857,29.66,74.84,1009.88,28.08,10.3,79.8
2021-10-26 22:35:49.212276,29.65,74.91,1009.81,28.68,10.3,79.8
2021-10-26 22:40:49.253927,29.67,74.92,1009.84,28.46,10.3,79.8
2021-10-26 22:45:49.239029,29.67,74.93,1009.73,29.31,10.3,79.8
2021-10-26 22:50:49.190480,29.66,75.0,1009.68,29.76,10.3,79.8
2021-10-26 22:55:49.167361,29.66,74.97,1009.65,29.99,10.3,79.8
2021-10-26 23:00:49.236011,29.66,75.0,1009.66,29.96,10.3,79.8
2021-10-26 23:05:49.225025,29.67,75.01,1009.65,29.98,10.3,79.8
2021-10-26 23:10:49.184090,29.67,75.01,1009.58,30.6,10.3,79.8
2021-10-26 23:15:49.235029,29.68,75.0,1009.49,31.34,10.3,79.8
2021-10-26 23:20:49.195392,29.67,75.06,1009.51,31.15,10.3,79.8
2021-10-26 23:25:49.290289,29.68,75.12,1009.43,31.82,10.3,79.8
2021-10-26 23:30:49.254239,29.68,75.19,1009.48,31.46,10.3,79.8
2021-10-26 23:35:49.202608,29.66,75.23,1009.39,32.16,10.3,79.8
2021-10-26 23:40:49.363239,29.69,75.21,1009.27,33.21,10.3,79.8
2021-10-26 23:45:49.229869,29.69,75.22,1009.19,33.86,10.3,79.8
2021-10-26 23:50:49.148325,29.69,75.16,1009.16,34.08,10.3,79.8
2021-10-26 23:55:49.581164,29.68,75.17,1009.09,34.71,10.3,79.8
2021-10-27 00:00:50.296994,29.69,75.13,1009.1,34.6,10.3,79.8
2021-10-27 00:05:49.185884,29.69,75.05,1009.04,35.09,10.3,79.8
2021-10-27 00:10:49.183312,29.68,75.12,1009.04,35.08,10.3,79.8
2021-10-27 00:15:49.267063,29.68,75.18,1008.89,36.38,10.3,79.8
2021-10-27 00:20:49.186322,29.68,75.28,1008.85,36.73,10.3,79.8
2021-10-27 00:25:49.210046,29.69,75.24,1008.74,37.65,10.3,79.8
2021-10-27 00:30:51.008004,29.68,75.33,1008.71,37.88,10.3,79.8
2021-10-27 00:35:49.227336,29.68,75.43,1008.66,38.3,10.3,79.8
2021-10-27 00:40:49.254047,29.67,75.47,1008.61,38.66,10.3,79.8
2021-10-27 00:45:49.722587,29.67,75.47,1008.53,39.34,10.3,79.8
2021-10-27 00:50:50.651187,29.66,75.48,1008.46,39.98,10.3,79.8
2021-10-27 00:55:49.205559,29.66,75.44,1008.39,40.53,10.3,79.8
2021-10-27 01:00:49.165811,29.67,75.44,1008.31,41.19,10.3,79.8
2021-10-27 01:05:49.240532,29.67,75.44,1008.32,41.11,10.3,79.8
2021-10-27 01:10:49.183520,29.67,75.41,1008.35,40.84,10.3,79.8
2021-10-27 01:15:49.231985,29.67,75.47,1008.37,40.75,10.3,79.8
2021-10-27 01:20:49.192588,29.66,75.41,1008.23,41.9,10.3,79.8
2021-10-27 01:25:49.251315,29.66,75.4,1008.22,41.96,10.3,79.8
2021-10-27 01:30:49.223891,29.65,75.44,1008.18,42.32,10.3,79.8
2021-10-27 01:35:49.158291,29.65,75.37,1008.09,43.06,10.3,79.8
2021-10-27 01:40:49.166100,29.64,75.33,1008.01,43.72,10.3,79.8
2021-10-27 01:45:49.308082,29.63,75.27,1007.9,44.62,10.3,79.8
2021-10-27 01:50:49.241550,29.62,75.28,1007.85,45.03,10.3,79.8
2021-10-27 01:55:49.283945,29.61,75.21,1007.88,44.78,10.3,79.8
2021-10-27 02:00:49.156453,29.6,75.13,1007.8,45.49,10.3,79.8
2021-10-27 02:05:49.231249,29.62,75.08,1007.76,45.78,10.3,79.8
2021-10-27 02:10:49.190297,29.61,75.04,1007.7,46.31,10.3,79.8
2021-10-27 02:15:49.183105,29.61,74.92,1007.58,47.3,10.3,79.8
2021-10-27 02:20:49.255441,29.61,74.85,1007.54,47.69,10.3,79.8
2021-10-27 02:25:49.139396,29.6,74.77,1007.5,47.96,10.3,79.8
2021-10-27 02:30:49.138085,29.56,74.92,1007.46,48.31,10.3,79.8
2021-10-27 02:35:49.247108,29.56,74.89,1007.37,49.04,10.3,79.8
2021-10-27 02:40:49.186401,29.56,74.68,1007.38,49.02,10.3,79.8
2021-10-27 02:45:49.312877,29.57,74.54,1007.41,48.78,10.3,79.8
2021-10-27 02:50:49.230148,29.57,74.58,1007.39,48.94,10.3,79.8
2021-10-27 02:55:49.264196,29.54,74.56,1007.29,49.74,10.3,79.8
2021-10-27 03:00:49.137763,29.52,74.62,1007.25,50.06,10.3,79.8
2021-10-27 03:05:49.293385,29.51,74.67,1007.22,50.34,10.3,79.8
2021-10-27 03:10:49.159954,29.53,74.51,1007.18,50.64,10.3,79.8
2021-10-27 03:15:49.163726,29.52,74.45,1007.14,50.97,10.3,79.8
2021-10-27 03:20:49.188481,29.52,74.39,1007.07,51.59,10.3,79.8
2021-10-27 03:25:49.205645,29.5,74.41,1007.16,50.82,10.3,79.8
2021-10-27 03:30:49.144853,29.52,74.28,1007.11,51.28,10.3,79.8
2021-10-27 03:35:49.225468,29.53,74.17,1007.12,51.12,10.3,79.8
2021-10-27 03:40:49.160170,29.53,74.09,1007.13,51.05,10.3,79.8
2021-10-27 03:45:49.218819,29.51,74.01,1007.17,50.73,10.3,79.8
2021-10-27 03:50:49.169070,29.49,73.98,1007.19,50.56,10.3,79.8
2021-10-27 03:55:49.216264,29.48,73.96,1007.09,51.4,10.3,79.8
2021-10-27 04:00:49.204331,29.48,73.9,1007.12,51.15,10.3,79.8
2021-10-27 04:05:49.239332,29.48,73.88,1007.15,50.9,10.3,79.8
2021-10-27 04:10:49.182737,29.49,73.84,1007.15,50.92,10.3,79.8
2021-10-27 04:15:49.208102,29.47,73.77,1007.19,50.62,10.3,79.8
2021-10-27 04:20:49.150307,29.46,73.72,1007.23,50.26,10.3,79.8
2021-10-27 04:25:49.240439,29.43,73.68,1007.22,50.35,10.3,79.8
2021-10-27 04:30:49.173766,29.44,73.62,1007.28,49.86,10.3,79.8
2021-10-27 04:35:49.291856,29.44,73.52,1007.3,49.7,10.3,79.8
2021-10-27 04:40:49.298892,29.44,73.53,1007.29,49.77,10.3,79.8
2021-10-27 04:45:49.318198,29.44,73.48,1007.32,49.47,10.3,79.8
2021-10-27 04:50:49.242065,29.42,73.44,1007.36,49.15,10.3,79.8
2021-10-27 04:55:49.274278,29.44,73.41,1007.4,48.86,10.3,79.8
2021-10-27 05:00:49.181372,29.41,73.46,1007.41,48.72,10.3,79.8
2021-10-27 05:05:49.286419,29.44,73.47,1007.45,48.36,10.3,79.8
2021-10-27 05:10:51.010217,29.41,73.44,1007.47,48.27,10.3,79.8
2021-10-27 05:15:49.193558,29.42,73.51,1007.55,47.59,10.3,79.8
2021-10-27 05:20:49.237555,29.39,73.53,1007.66,46.65,10.3,79.8
2021-10-27 05:25:49.342501,29.39,73.51,1007.7,46.34,10.3,79.8
2021-10-27 05:30:49.298816,29.39,73.53,1007.72,46.13,10.3,79.8
2021-10-27 05:35:49.352457,29.39,73.52,1007.8,45.49,10.3,79.8
2021-10-27 05:40:49.321461,29.4,73.51,1007.87,44.89,10.3,79.8
2021-10-27 05:45:51.122126,29.26,73.6,1007.91,44.54,10.3,79.8
2021-10-27 05:50:49.221936,29.12,73.62,1008.0,43.83,10.3,79.8
2021-10-27 05:55:49.308222,29.02,73.95,1008.13,42.68,10.3,79.8
2021-10-27 06:00:49.270415,29.04,74.13,1008.03,43.55,10.3,79.8
2021-10-27 06:05:49.294890,28.98,74.18,1008.07,43.19,10.3,79.8
2021-10-27 06:10:49.369541,28.95,74.2,1008.11,42.86,10.3,79.8
2021-10-27 06:15:49.149626,28.99,74.23,1008.19,42.18,10.3,79.8
2021-10-27 06:20:49.372777,29.0,74.16,1008.2,42.15,10.3,79.8
2021-10-27 06:25:49.227849,28.99,74.1,1008.31,41.19,10.3,79.8
2021-10-27 06:30:49.309701,29.01,74.1,1008.25,41.75,10.3,79.8
2021-10-27 06:35:49.311955,28.66,74.97,1008.32,41.11,10.3,79.8
2021-10-27 06:40:49.173807,28.64,75.07,1008.39,40.56,10.3,79.8
2021-10-27 06:45:49.322717,28.64,75.15,1008.44,40.11,10.3,79.8
2021-10-27 06:50:49.314884,28.62,75.4,1008.59,38.9,10.3,79.8
2021-10-27 06:55:49.369825,28.59,75.53,1008.62,38.6,10.3,79.8
2021-10-27 07:00:49.229498,28.59,75.52,1008.63,38.52,10.3,79.8
2021-10-27 07:05:49.272408,28.59,75.46,1008.72,37.8,10.3,79.8
2021-10-27 07:10:49.315110,28.66,75.42,1008.86,36.6,10.3,79.8
2021-10-27 07:15:49.261220,28.57,75.85,1008.87,36.56,10.3,79.8
2021-10-27 07:20:49.333689,28.63,75.75,1008.94,35.98,10.3,79.8
2021-10-27 07:25:49.308057,28.6,75.71,1008.99,35.51,10.3,79.8
2021-10-27 07:30:49.167929,28.59,75.88,1008.99,35.49,10.3,79.8
2021-10-27 07:35:49.330994,28.65,76.19,1009.04,35.09,10.3,79.8
2021-10-27 07:40:49.198374,28.76,76.14,1009.13,34.34,10.3,79.8
2021-10-27 07:45:49.337611,28.74,75.78,1009.25,33.39,10.3,79.8
2021-10-27 07:50:49.199217,28.79,75.55,1009.29,32.99,10.3,79.8
2021-10-27 07:55:49.356764,28.83,75.82,1009.37,32.35,10.3,79.8
2021-10-27 08:00:49.210282,28.9,75.45,1009.42,31.94,10.3,79.8
2021-10-27 08:05:49.382116,28.89,74.93,1009.55,30.89,10.3,79.8
2021-10-27 08:10:49.250655,28.99,75.01,1009.58,30.6,10.3,79.8
2021-10-27 08:15:49.233427,28.99,75.36,1009.67,29.88,10.3,79.8
2021-10-27 08:20:49.425092,29.03,75.0,1009.76,29.09,10.3,79.8
2021-10-27 08:25:49.361835,29.03,75.29,1009.81,28.65,10.3,79.8
2021-10-27 08:30:49.223312,29.03,74.36,1009.86,28.3,10.3,79.8
2021-10-27 08:35:49.397909,29.07,74.44,1009.93,27.72,10.3,79.8
2021-10-27 08:40:49.164394,29.15,74.75,1009.95,27.49,10.3,79.8
2021-10-27 08:45:49.309144,29.23,74.75,1009.92,27.74,10.3,79.8
2021-10-27 08:50:49.248161,29.27,74.89,1009.9,27.91,10.3,79.8
2021-10-27 08:55:50.872374,29.25,73.85,1009.97,27.35,10.3,79.8
2021-10-27 09:00:49.188085,29.37,74.5,1009.99,27.17,10.3,79.8
2021-10-27 09:05:49.350265,29.4,73.97,1010.02,26.92,10.3,79.8
2021-10-27 09:10:49.163389,29.42,73.84,1010.08,26.45,10.3,79.8
2021-10-27 09:15:49.226735,29.45,73.58,1010.14,25.92,10.3,79.8
2021-10-27 09:20:49.205908,29.46,73.59,1010.13,26.01,10.3,79.8
2021-10-27 09:25:49.354105,29.5,73.61,1010.15,25.84,10.3,79.8
2021-10-27 09:30:49.242155,29.53,73.73,1010.14,25.92,10.3,79.8
2021-10-27 09:35:49.330861,29.57,73.24,1010.2,25.43,10.3,79.8
2021-10-27 09:40:49.296057,29.61,73.27,1010.3,24.61,10.3,79.8
2021-10-27 09:45:49.334933,29.6,72.84,1010.29,24.67,10.3,79.8
2021-10-27 09:50:49.310909,29.65,73.09,1010.25,25.04,10.3,79.8
2021-10-27 09:55:49.279465,29.68,73.08,1010.4,23.77,10.3,79.8
2021-10-27 10:00:49.232064,29.74,73.27,1010.32,24.4,10.3,79.8
2021-10-27 10:05:54.307829,29.88,73.04,1010.22,25.22,10.3,79.8
2021-10-27 10:10:55.502507,29.94,72.52,1010.18,25.61,10.3,79.8
2021-10-27 10:15:50.944516,29.97,72.82,1010.19,25.53,10.3,79.8
2021-10-27 10:20:49.276401,29.96,72.42,1010.16,25.72,10.3,79.8
2021-10-27 10:25:49.217093,30.01,72.28,1010.11,26.21,10.3,79.8
2021-10-27 10:30:50.401920,30.02,71.62,1010.15,25.85,10.3,79.8
2021-10-27 10:35:53.801818,30.01,71.1,1010.08,26.43,10.3,79.8
2021-10-27 10:40:49.120469,30.06,70.92,1010.09,26.31,10.3,79.8
2021-10-27 10:45:50.324347,30.11,71.1,1009.93,27.64,10.3,79.8
2021-10-27 10:50:49.951142,30.14,70.79,1009.89,28.02,10.3,79.8
2021-10-27 10:55:50.813941,30.19,71.02,1009.8,28.75,10.3,79.8
2021-10-27 11:00:52.617214,30.19,70.76,1009.73,29.38,10.3,79.8
2021-10-27 11:05:49.173556,30.28,70.53,1009.58,30.62,10.3,79.8
2021-10-27 11:10:49.124273,30.26,69.75,1009.53,31.06,10.3,79.8
2021-10-27 11:15:49.255634,30.28,69.99,1009.44,31.75,10.3,79.8
2021-10-27 11:20:49.211234,30.26,69.86,1009.25,33.35,10.3,79.8
2021-10-27 11:25:49.257956,30.27,69.29,1009.28,33.12,10.3,79.8
2021-10-27 11:30:49.199561,30.35,69.23,1009.15,34.2,10.3,79.8
2021-10-27 11:35:49.139096,30.4,70.05,1009.03,35.2,10.3,79.8
2021-10-27 11:40:49.130669,30.36,69.94,1008.86,36.63,10.3,79.8
2021-10-27 11:45:50.062222,30.35,69.34,1008.75,37.56,10.3,79.8
2021-10-27 11:50:51.448834,30.37,69.68,1008.62,38.6,10.3,79.8
2021-10-27 11:55:52.739304,30.38,69.93,1008.55,39.17,10.3,79.8
2021-10-27 12:00:54.108943,30.39,69.88,1008.51,39.56,10.3,79.8
2021-10-27 12:05:49.258453,30.41,69.59,1008.41,40.34,10.3,79.8
2021-10-27 12:10:49.217998,30.45,69.49,1008.31,41.25,10.3,79.8
2021-10-27 12:15:49.175529,30.48,69.18,1008.16,42.46,10.3,79.8
2021-10-27 12:20:49.232492,30.44,69.02,1008.09,43.02,10.3,79.8
2021-10-27 12:25:49.186391,30.46,69.06,1008.1,42.92,10.3,79.8
2021-10-27 12:30:49.233731,30.54,69.06,1008.05,43.37,10.3,79.8
2021-10-27 12:35:49.184661,30.2,73.96,1008.04,43.45,10.3,79.8
2021-10-27 12:40:49.250298,29.88,77.08,1007.88,44.78,10.3,79.8
2021-10-27 12:45:49.182861,30.02,77.12,1007.79,45.55,10.3,79.8
2021-10-27 12:50:49.251280,30.17,76.27,1007.71,46.22,10.3,79.8
2021-10-27 12:55:49.211373,30.06,78.66,1007.64,46.84,10.3,79.8
2021-10-27 13:00:49.265721,29.6,75.35,1007.52,47.85,10.3,79.8
2021-10-27 13:05:49.204039,29.74,75.87,1007.42,48.69,10.3,79.8
2021-10-27 13:10:49.184180,29.79,77.81,1007.34,49.33,10.3,79.8
2021-10-27 13:15:49.174587,29.87,74.91,1007.31,49.59,10.3,79.8
2021-10-27 13:20:49.202035,30.03,76.79,1007.31,49.57,10.3,79.8
2021-10-27 13:25:49.246102,29.98,73.44,1007.26,50.02,10.3,79.8
2021-10-27 13:30:50.251137,29.73,73.26,1007.26,49.99,10.3,79.8
2021-10-27 13:35:51.356786,29.77,73.9,1007.35,49.26,10.3,79.8
2021-10-27 13:40:52.531398,29.65,71.21,1007.3,49.68,10.3,79.8
2021-10-27 13:45:53.578798,29.42,70.06,1007.33,49.37,10.3,79.8
2021-10-27 13:50:49.218752,29.42,67.86,1007.39,48.87,10.3,79.8
2021-10-27 13:55:49.356792,29.72,69.73,1007.2,50.48,10.3,79.8
2021-10-27 14:00:50.829914,29.83,69.0,1007.13,51.05,10.3,79.8
2021-10-27 14:05:49.233433,29.96,68.68,1007.07,51.61,10.3,79.8
2021-10-27 14:10:49.161896,30.0,68.52,1006.97,52.42,10.3,79.8
2021-10-27 14:15:49.198819,30.08,68.73,1006.84,53.52,10.3,79.8
2021-10-27 14:20:49.241539,30.08,68.47,1006.73,54.45,10.3,79.8
2021-10-27 14:25:49.166103,30.11,68.17,1006.6,55.52,10.3,79.8
2021-10-27 14:30:49.209556,30.04,67.26,1006.4,57.22,10.3,79.8
2021-10-27 14:35:49.144353,29.97,67.45,1006.39,57.24,10.3,79.8
2021-10-27 14:40:49.155524,29.64,69.17,1006.34,57.72,10.3,79.8
2021-10-27 14:45:49.223409,29.53,69.13,1006.3,57.99,10.3,79.8
2021-10-27 14:50:49.261509,29.22,71.27,1006.23,58.58,10.3,79.8
2021-10-27 14:55:49.203885,29.24,71.75,1006.22,58.69,10.3,79.8
2021-10-27 15:00:49.783878,28.27,76.58,1006.15,59.27,10.3,79.8
2021-10-27 15:05:50.572976,28.69,76.91,1006.2,58.86,10.3,79.8
2021-10-27 15:10:51.617056,29.07,75.69,1006.05,60.13,10.3,79.8
2021-10-27 15:15:52.652686,29.27,74.99,1006.08,59.87,10.3,79.8
2021-10-27 15:20:53.764189,29.42,73.6,1005.98,60.73,10.3,79.8
2021-10-27 15:25:49.214105,29.39,72.21,1005.95,60.96,10.3,79.8
2021-10-27 15:30:49.179320,29.36,70.84,1005.95,60.99,10.3,79.8
2021-10-27 15:35:49.242212,29.19,73.25,1005.95,60.93,10.3,79.8
2021-10-27 15:40:49.297897,29.18,73.99,1005.99,60.6,10.3,79.8
2021-10-27 15:45:49.354584,29.37,74.17,1005.86,61.74,10.3,79.8
2021-10-27 15:50:49.207413,29.18,74.19,1005.79,62.27,10.3,79.8
2021-10-27 15:55:49.261545,29.23,74.38,1005.81,62.11,10.3,79.8
2021-10-27 16:00:50.840676,29.07,75.09,1005.82,62.05,10.3,79.8
2021-10-27 16:05:49.258458,28.97,75.63,1005.86,61.71,10.3,79.8
2021-10-27 16:10:49.214619,29.02,75.73,1005.89,61.47,10.3,79.8
2021-10-27 16:15:49.590073,28.97,75.35,1005.88,61.51,10.3,79.8
2021-10-27 16:20:49.220919,29.2,75.55,1005.99,60.58,10.3,79.8
2021-10-27 16:25:49.167431,29.29,75.11,1006.08,59.83,10.3,79.8
2021-10-27 16:30:49.513425,29.18,75.62,1006.1,59.69,10.3,79.8
2021-10-27 16:35:51.412178,28.96,75.81,1006.13,59.42,10.3,79.8
2021-10-27 16:40:53.118411,29.09,76.03,1006.23,58.65,10.3,79.8
2021-10-27 16:45:49.164640,29.27,76.38,1006.32,57.88,10.3,79.8
2021-10-27 16:50:49.213003,29.0,77.79,1006.4,57.2,10.3,79.8
2021-10-27 16:55:49.668996,28.75,79.45,1006.49,56.43,10.3,79.8
2021-10-27 17:00:49.164852,28.58,80.32,1006.64,55.22,10.3,79.8
2021-10-27 17:05:50.850957,28.84,80.78,1006.74,54.33,10.3,79.8
2021-10-27 17:10:50.642430,28.57,81.22,1006.79,53.9,10.3,79.8
2021-10-27 17:15:50.824416,28.49,81.64,1006.94,52.67,10.3,79.8
2021-10-27 17:20:50.543221,28.4,82.39,1006.95,52.57,10.3,79.8
2021-10-27 17:25:49.671857,28.96,80.73,1007.06,51.65,10.3,79.8
2021-10-27 17:30:49.593573,28.48,81.8,1006.96,52.53,10.3,79.8
2021-10-27 17:35:49.860164,28.53,81.12,1006.93,52.76,10.3,79.8
2021-10-27 17:40:49.667995,29.07,79.91,1006.92,52.81,10.3,79.8
2021-10-27 17:45:49.604353,29.0,80.77,1006.99,52.22,10.3,79.8
2021-10-27 17:50:49.543544,28.96,80.89,1007.06,51.67,10.3,79.8
2021-10-27 17:55:52.859150,29.01,80.25,1007.05,51.75,10.3,79.8
2021-10-27 18:00:49.615169,28.79,81.26,1007.14,51.03,10.3,79.8
2021-10-27 18:05:49.576259,28.84,80.63,1007.23,50.25,10.3,79.8
2021-10-27 18:10:49.666122,28.51,80.01,1007.14,50.97,10.3,79.8
2021-10-27 18:15:49.712679,28.78,80.06,1007.3,49.62,10.3,79.8
2021-10-27 18:20:50.386622,29.17,78.83,1007.51,47.93,10.3,79.8
2021-10-27 18:25:49.679954,28.98,78.56,1007.53,47.75,10.3,79.8
2021-10-27 18:30:49.721109,28.87,79.56,1007.64,46.82,10.3,79.8
2021-10-27 18:35:54.561518,28.89,80.14,1007.52,47.82,10.3,79.8
2021-10-27 18:40:49.684217,28.97,80.05,1007.59,47.22,10.3,79.8
2021-10-27 18:45:49.607283,28.93,80.6,1007.71,46.2,10.3,79.8
2021-10-27 18:50:49.642298,28.86,80.9,1007.88,44.79,10.3,79.8
2021-10-27 18:55:49.681452,28.97,81.15,1007.86,44.94,10.3,79.8
2021-10-27 19:00:49.609720,29.09,80.29,1007.84,45.15,10.3,79.8
2021-10-27 19:05:49.648082,29.13,80.4,1007.91,44.55,10.3,79.8
2021-10-27 19:10:49.686931,29.08,80.67,1008.02,43.64,10.3,79.8
2021-10-27 19:15:50.029014,29.04,80.43,1008.13,42.74,10.3,79.8
2021-10-27 19:20:51.315439,29.06,80.66,1008.24,41.78,10.3,79.8
2021-10-27 19:25:52.366788,29.03,81.07,1008.38,40.6,10.3,79.8
2021-10-27 19:30:49.626993,29.01,80.72,1008.39,40.56,10.3,79.8
2021-10-27 19:35:49.660671,28.92,81.09,1008.51,39.58,10.3,79.8
2021-10-27 19:40:49.613980,28.92,81.86,1008.44,40.12,10.3,79.8
2021-10-27 19:45:49.631081,28.98,81.69,1008.44,40.13,10.3,79.8
2021-10-27 19:50:49.680955,28.91,81.63,1008.5,39.65,10.3,79.8
2021-10-27 19:55:50.131388,28.99,81.56,1008.56,39.09,10.3,79.8
2021-10-27 20:00:49.654698,28.89,81.78,1008.59,38.84,10.3,79.8
2021-10-27 20:05:53.316862,28.91,81.9,1008.65,38.38,10.3,79.8
2021-10-27 20:10:51.292992,28.99,81.52,1008.76,37.44,10.3,79.8
2021-10-27 20:15:51.239924,29.02,81.28,1009.0,35.42,10.3,79.8
2021-10-27 20:20:49.765434,29.03,81.06,1009.07,34.89,10.3,79.8
2021-10-27 20:25:49.646458,29.03,81.35,1009.1,34.62,10.3,79.8
2021-10-27 20:30:49.599539,29.05,81.84,1009.17,34.01,10.3,79.8
2021-10-27 20:35:52.688115,29.08,80.94,1009.28,33.07,10.3,79.8
2021-10-27 20:40:49.666937,29.06,81.18,1009.35,32.51,10.3,79.8
2021-10-27 20:45:49.726798,29.02,81.14,1009.38,32.27,10.3,79.8
2021-10-27 20:50:49.654030,29.11,79.65,1009.42,31.96,10.3,79.8
2021-10-27 20:55:49.680155,29.14,79.12,1009.41,31.98,10.3,79.8
2021-10-27 21:00:57.146352,29.08,79.07,1009.47,31.55,10.3,79.8
2021-10-27 21:05:49.659484,29.21,78.15,1009.56,30.78,10.3,79.8
2021-10-27 21:10:49.680219,29.41,77.23,1009.69,29.67,10.3,79.8
2021-10-27 21:15:55.554251,29.34,76.49,1009.8,28.78,10.3,79.8
2021-10-27 21:20:49.689918,29.42,76.41,1009.76,29.08,10.3,79.8
2021-10-27 21:25:49.613252,29.67,76.06,1009.81,28.7,10.3,79.8
2021-10-27 21:30:49.707211,29.59,76.41,1009.78,28.96,10.3,79.8
2021-10-27 21:35:51.609694,29.57,76.62,1009.73,29.33,10.3,79.8
2021-10-27 21:40:49.652724,29.55,77.03,1009.65,30.01,10.3,79.8
2021-10-27 21:45:51.748211,29.59,76.87,1009.68,29.8,10.3,79.8
2021-10-27 21:50:49.811641,29.63,76.75,1009.64,30.13,10.3,79.8
2021-10-27 21:55:50.007176,29.63,76.67,1009.67,29.88,10.3,79.8
